3861 274 -1550; 103 0 -26
3776 1346 -3025; -11 -794 -574
3650 1411 -2921; 80 -757 -530
3535 1495 -2802; 142 -712 -485
3505 1551 -2746; 181 -664 -442
3453 1528 -2746; 188 -604 -400
3452 1585 -2723; 206 -546 -360
3496 1666 -2647; 242 -484 -320
3515 1761 -2640; 261 -422 -290
3658 1836 -2701; 254 -368 -261
3701 1763 -2763; 210 -319 -236
3699 1687 -2773; 182 -269 -214
3739 1771 -2794; 188 -232 -196
3680 1727 -2813; 172 -191 -180
3689 1893 -2715; 186 -152 -163
3703 2011 -2718; 221 -118 -152
3705 2073 -2669; 218 -74 -146
3648 2100 -2663; 203 -35 -142
3686 2090 -2724; 171 8 -143
3599 1985 -2779; 128 58 -140
3653 1977 -2875; 108 108 -138
3536 1854 -2888; 96 159 -139
3379 1798 -2810; 117 224 -127
3213 1683 -2711; 172 290 -117
3095 1608 -2706; 235 368 -112
3059 1683 -2556; 337 451 -98
3091 1664 -2673; 379 538 -95
3129 1619 -2707; 378 623 -95
3143 1623 -2695; 408 706 -98
3223 1577 -2697; 438 785 -113
3234 1574 -2671; 474 855 -128
3244 1530 -2668; 518 924 -147
3280 1502 -2666; 558 981 -179
3393 1536 -2729; 583 1030 -214
3402 1418 -2842; 576 1072 -251
3488 1433 -2913; 596 1100 -291
3512 1392 -2989; 616 1120 -340
3460 1349 -2942; 639 1137 -390
3388 1404 -2818; 697 1143 -440
3296 1358 -2711; 741 1153 -499
3186 1409 -2579; 796 1162 -554
3119 1436 -2509; 849 1171 -616
3053 1476 -2459; 868 1181 -681
3013 1459 -2413; 867 1191 -743
3074 1334 -2483; 845 1199 -806
3060 1234 -2469; 838 1206 -863
3038 1239 -2380; 894 1214 -916
2980 1291 -2250; 958 1218 -968
2966 1356 -2113; 1001 1224 -1019
3015 1410 -2027; 1022 1230 -1071
3053 1406 -1949; 1023 1234 -1125
3044 1371 -1857; 1017 1241 -1172
3037 1311 -1784; 1027 1245 -1219
2989 1224 -1752; 1049 1248 -1260
2950 1172 -1695; 1100 1250 -1291
2903 1101 -1728; 1173 1245 -1321
2879 1124 -1674; 1271 1240 -1343
2807 1212 -1588; 1355 1228 -1364
2708 1186 -1490; 1395 1213 -1385
2617 1211 -1476; 1425 1191 -1400
2641 1301 -1464; 1462 1162 -1415
2584 1240 -1492; 1475 1136 -1427
2506 1181 -1483; 1500 1103 -1432
2445 1142 -1534; 1573 1060 -1435
2412 1220 -1527; 1686 1016 -1433
2358 1259 -1483; 1813 967 -1429
2343 1339 -1426; 1928 914 -1428
2358 1451 -1416; 2023 856 -1428
2323 1528 -1395; 2095 792 -1429
2364 1745 -1490; 2138 722 -1432
2397 1953 -1524; 2137 650 -1442
2309 1915 -1484; 2038 583 -1447
2314 1816 -1463; 1937 509 -1457
2360 1898 -1578; 1926 434 -1464
2445 2053 -1621; 1993 373 -1459
2512 2181 -1619; 2059 304 -1457
2647 2321 -1747; 2082 234 -1461
2826 2643 -1912; 2090 162 -1463
3024 2803 -1995; 2022 90 -1472
3071 2835 -2153; 1869 23 -1483
3134 2833 -2244; 1723 -51 -1493
3237 2858 -2446; 1618 -119 -1503
3289 2746 -2551; 1541 -182 -1505
3331 2686 -2715; 1499 -247 -1498
3366 2665 -2717; 1495 -306 -1488
3322 2726 -2728; 1478 -354 -1466
3285 2788 -2476; 1403 -398 -1438
3053 2626 -2480; 1209 -418 -1400
2942 2417 -2355; 1020 -424 -1357
2956 2350 -2496; 895 -417 -1303
3091 2379 -2626; 801 -392 -1235
3218 2314 -2815; 716 -358 -1161
3377 2464 -2869; 649 -316 -1076
3452 2464 -2942; 544 -258 -986
3398 2341 -2868; 403 -188 -902
3316 2245 -2782; 320 -111 -806
3258 2198 -2702; 297 -16 -705
3223 2186 -2653; 276 90 -598
3189 2058 -2666; 220 204 -491
3235 1970 -2732; 167 320 -385
3299 2029 -2833; 148 435 -276
3409 2091 -2900; 97 549 -174
3487 2067 -3023; -11 656 -79
3515 2014 -3013; -80 758 16
3488 1967 -2930; -89 854 99
3390 1949 -2760; -67 947 182
3332 1913 -2628; -58 1041 257
3213 1807 -2538; -81 1129 321
3153 1707 -2411; -99 1215 387
3093 1640 -2330; -104 1290 443
3038 1635 -2254; -119 1355 493
3001 1587 -2181; -147 1415 541
2956 1480 -2120; -187 1455 579
2951 1391 -2147; -229 1485 608
2979 1339 -2169; -231 1500 632
2934 1257 -2121; -214 1504 650
2903 1218 -2059; -173 1492 659
2941 1168 -2019; -150 1462 657
2901 1179 -2090; -127 1425 649
2811 1118 -2050; -102 1369 632
2688 1091 -2013; -77 1302 607
2603 1095 -1941; -48 1223 574
2456 1071 -1948; -35 1138 533
2334 1059 -1874; -21 1044 486
2200 989 -1781; 8 944 429
2125 1057 -1728; 46 841 371
2060 1056 -1725; 68 731 306
2039 1059 -1699; 74 621 240
1984 973 -1646; 97 505 172
1993 898 -1605; 141 390 100
1950 955 -1653; 222 269 30
1949 1099 -1670; 308 145 -37
1861 992 -1688; 342 21 -109
1728 955 -1607; 385 -107 -176
1616 1048 -1587; 447 -241 -238
1490 1117 -1584; 476 -370 -301
1304 1092 -1598; 462 -500 -351
1162 992 -1664; 429 -634 -399
1068 886 -1792; 432 -768 -436
1090 956 -1885; 518 -903 -469
1098 1099 -1928; 629 -1041 -498
1220 1386 -2052; 695 -1186 -526
1372 1375 -2171; 689 -1335 -560
1438 1474 -2250; 709 -1481 -604
1560 1768 -2251; 785 -1642 -650
1729 1985 -2257; 798 -1801 -724
2097 2419 -2593; 740 -1965 -808
2675 2775 -2890; 634 -2147 -911
2869 2545 -3169; 492 -2310 -1034
3232 2529 -3103; 476 -2487 -1170
3384 2580 -3257; 566 -2664 -1326
3586 2793 -3155; 753 -2817 -1482
3947 3393 -3477; 957 -2992 -1634
4233 3574 -3760; 1051 -3151 -1801
4573 4092 -4061; 1094 -3299 -1964
4802 4423 -3932; 1029 -3456 -2137
4776 4404 -4086; 692 -3564 -2304
4526 3883 -3562; 241 -3650 -2457
3632 3042 -3961; -159 -3650 -2579
3030 2485 -3884; -169 -3595 -2643
2433 2568 -3920; 83 -3490 -2625
22041 -29335 31803; -79 -3270 -2518
-732 -9352 7776; -1338 14 344
3570 -6091 -4551; 2700 -1204 -700
575 7927 -10909; -2527 217 432
2881 3307 -1285; 2448 1372 1384
2046 -402 -4566; -893 88 297
2464 4682 -6876; -209 868 901
2266 2830 -2324; 1242 1210 1170
2704 1766 -5359; -418 614 662
2790 4037 -4498; 246 1194 1106
2141 2014 -3011; 448 1176 1067
2840 2267 -4636; -248 988 878
2536 3122 -3101; 278 1299 1136
2216 1588 -3186; 67 1202 1002
2612 2385 -3712; -121 1184 981
2350 2324 -2602; 260 1301 1074
2304 1656 -3014; 54 1232 951
2629 2538 -3048; 74 1239 962
2579 2149 -2826; 129 1256 948
2812 2016 -3398; -135 1203 862
2959 2314 -3236; -122 1181 859
2776 1749 -3274; -191 1166 818
2786 1757 -3070; -223 1114 770
2712 1911 -2897; -94 1094 764
2698 1777 -2841; -74 1088 723
2664 1959 -2727; -83 1071 704
2621 1893 -2686; -109 1078 688
2614 1862 -2690; -183 1080 650
2519 1852 -2597; -204 1083 638
2478 1653 -2492; -195 1100 625
2548 1754 -2558; -152 1110 611
2643 1676 -2584; -115 1129 611
2760 1545 -2681; -111 1148 613
2800 1439 -2670; -88 1156 615
2709 1458 -2577; -29 1174 633
2722 1404 -2427; 6 1178 642
2719 1474 -2399; 17 1182 652
2744 1564 -2285; 36 1191 666
2807 1587 -2234; -2 1193 663
2838 1646 -2174; -69 1187 661
2754 1487 -2142; -143 1181 654
2654 1241 -2142; -171 1165 643
2741 1342 -2002; -61 1146 638
2683 1304 -1901; 30 1129 620
2648 1248 -1739; 54 1104 601
2671 1242 -1744; 85 1072 581
2803 1312 -1752; 92 1038 549
2925 1422 -1828; 68 993 515
3036 1421 -1855; 8 940 475
3074 1322 -1851; -84 876 430
3068 1228 -1855; -147 808 387
3043 1169 -1827; -158 736 341
3031 1146 -1783; -134 661 294
3046 1189 -1714; -85 587 254
3152 1202 -1726; -65 513 203
3206 1220 -1740; -59 442 156
3193 1192 -1691; -39 371 114
3221 1163 -1678; -33 305 66
3280 1242 -1630; -24 242 28
3333 1120 -1600; -36 187 -6
3387 1119 -1644; -48 139 -38
3490 1052 -1597; -31 93 -61
3499 1006 -1630; -14 59 -83
3466 1043 -1536; 38 32 -96
3428 1008 -1460; 77 9 -107
3365 1009 -1433; 100 -6 -116
3359 1092 -1411; 117 -16 -122
3345 1146 -1405; 108 -20 -132
3307 1093 -1363; 70 -19 -138
3275 1069 -1355; 38 -15 -142
3316 1061 -1347; 35 -9 -147
3308 1026 -1336; 28 0 -151
3297 966 -1357; 37 12 -150
3383 961 -1406; 75 23 -150
3449 1025 -1421; 119 34 -151
3432 1018 -1368; 147 45 -149
3431 994 -1369; 151 52 -152
3486 1054 -1371; 158 56 -164
3464 1017 -1374; 153 64 -171
3426 988 -1361; 166 65 -182
3471 1009 -1406; 203 64 -193
3569 1022 -1440; 233 61 -205
3625 1004 -1491; 262 51 -219
3687 1014 -1487; 296 37 -237
3696 1048 -1498; 322 21 -253
3662 1010 -1464; 338 5 -269
3606 981 -1418; 363 -16 -287
3575 963 -1399; 401 -34 -306
3555 984 -1407; 442 -51 -325
3526 1050 -1412; 474 -71 -345
3507 1090 -1414; 478 -90 -369
3512 1108 -1484; 464 -110 -393
3498 1040 -1447; 455 -128 -416
3434 981 -1474; 476 -142 -438
3393 971 -1429; 527 -155 -455
3331 976 -1431; 576 -165 -471
3295 992 -1428; 619 -173 -484
3281 978 -1447; 658 -180 -497
3239 965 -1462; 699 -185 -506
3312 1157 -1503; 738 -193 -519
3285 1157 -1536; 742 -201 -533
3275 1129 -1516; 732 -209 -545
3266 1090 -1548; 744 -226 -558
3273 1045 -1558; 781 -237 -570
3300 1142 -1589; 843 -251 -578
3346 1167 -1562; 894 -272 -592
3475 1451 -1657; 940 -291 -604
3630 1679 -1595; 937 -320 -618
3697 1674 -1658; 835 -344 -637
3714 1588 -1573; 739 -371 -651
3864 1525 -1669; 682 -396 -668
4020 1534 -1719; 656 -415 -674
4097 1504 -1755; 648 -430 -666
4141 1401 -1770; 627 -438 -652
4181 1347 -1801; 613 -438 -626
4126 1345 -1711; 627 -426 -588
4146 1432 -1728; 628 -399 -540
4199 1612 -1786; 601 -364 -485
4253 1624 -1859; 525 -312 -420
4238 1549 -1908; 438 -243 -346
4175 1503 -1852; 389 -164 -262
4060 1396 -1879; 367 -69 -173
3945 1387 -1806; 382 34 -71
3858 1346 -1765; 402 149 35
3774 1298 -1730; 409 267 142
3751 1291 -1694; 422 382 243
3728 1267 -1612; 427 496 335
3684 1197 -1562; 420 602 420
3689 1097 -1541; 409 686 490
3690 962 -1576; 405 757 543
3701 931 -1595; 433 807 584
3731 985 -1619; 460 836 606
3813 1027 -1715; 462 843 609
3813 996 -1751; 439 827 594
3802 1113 -1876; 411 792 561
3798 1117 -1799; 346 737 512
3645 1005 -1788; 260 672 449
3526 1025 -1724; 227 592 378
3415 975 -1768; 213 508 296
3228 925 -1706; 224 425 213
3059 938 -1658; 270 332 129
2999 1019 -1756; 291 241 34
2802 949 -1673; 283 151 -52
2608 817 -1655; 268 65 -135
2550 840 -1634; 283 -22 -219
2427 798 -1635; 293 -98 -291
2269 732 -1571; 305 -167 -355
2208 809 -1610; 344 -233 -416
2198 901 -1546; 387 -290 -469
2084 923 -1509; 394 -336 -516
1970 878 -1419; 403 -380 -561
1894 1024 -1382; 432 -422 -599
1714 1135 -1264; 434 -461 -637
1618 1071 -1320; 352 -503 -674
1555 900 -1470; 262 -556 -707
1568 878 -1692; 268 -616 -740
1553 1008 -1731; 340 -689 -771
1701 1246 -2086; 394 -779 -806
1799 1276 -2128; 421 -889 -846
1788 1386 -2217; 449 -1004 -892
1934 1532 -2092; 480 -1144 -957
2078 1561 -2388; 435 -1294 -1025
2093 1577 -2403; 462 -1451 -1091
2080 1578 -2513; 576 -1613 -1181
2203 2007 -2705; 717 -1806 -1272
2378 2111 -3065; 795 -2010 -1376
2696 2303 -3308; 849 -2233 -1494
3090 2674 -3675; 904 -2490 -1614
3590 2988 -3856; 898 -2761 -1764
4011 3158 -4205; 798 -3050 -1928
4615 3356 -4711; 693 -3362 -2093
5136 3381 -5238; 680 -3668 -2273
5554 3875 -5580; 748 -3967 -2443
5909 3950 -5611; 758 -4255 -2590
5444 3059 -5012; 627 -4474 -2694
4489 2055 -4274; 428 -4635 -2752
3472 1574 -4375; 300 -4689 -2766
3291 3540 -3557; 374 -4609 -2667
-2158 -6317 -22491; -1204 -2402 -1647
407 3090 -19340; 674 853 239
1306 -3895 13695; 337 -700 -361
2556 1943 -18515; -1087 1812 710
3199 3908 3135; 2231 3404 1937
3046 -135 -4565; -745 992 522
4905 3470 -9378; -174 2496 1220
1400 3247 -546; 1538 2492 1461
4514 1154 -6880; -412 1582 700
3842 4033 -4809; 219 2329 1182
1785 1505 -2286; 376 1992 1061
4022 1447 -5631; -362 1782 732
2238 2991 -2551; 288 1947 1027
2362 580 -3328; 41 1745 782
2841 2015 -3575; -175 1686 715
2147 2023 -2676; 112 1666 818
2545 825 -3425; -195 1586 625
2474 2275 -2820; -87 1528 659
2333 1632 -2876; 22 1505 630
2509 1553 -2843; -128 1455 529
2356 2174 -2548; 16 1421 562
2351 1482 -2581; -47 1418 502
2241 1760 -2431; -148 1395 481
2203 1693 -2248; -128 1398 503
2137 1319 -2327; -263 1411 476
2171 1610 -2209; -286 1411 510
2415 1493 -2355; -293 1427 530
2446 1411 -2367; -367 1445 552
2443 1333 -2268; -375 1451 604
2606 1075 -2420; -368 1453 631
2689 1283 -2364; -264 1455 675
2812 1346 -2273; -167 1452 717
2987 1468 -2305; -181 1434 729
3059 1692 -2174; -196 1403 750
3032 1557 -2103; -261 1379 757
3041 1552 -1966; -324 1337 753
3095 1530 -2039; -358 1286 746
3229 1481 -2081; -384 1235 733
3285 1383 -2008; -366 1171 720
3360 1474 -2029; -312 1106 699
3410 1629 -1828; -258 1034 674
3410 1898 -1713; -264 970 645
3327 1844 -1469; -367 896 600
3268 1736 -1422; -517 832 560
3301 1684 -1391; -618 763 520
3385 1691 -1541; -700 698 476
3312 1402 -1500; -758 634 444
3320 1241 -1486; -731 567 415
3349 1302 -1389; -631 502 383
3300 1258 -1316; -589 444 355
3236 1176 -1255; -601 385 330
3259 1167 -1281; -621 324 303
3225 1059 -1239; -653 271 274
3227 1182 -1268; -693 219 248
3378 1109 -1346; -753 161 220
3360 898 -1387; -809 114 194
3369 721 -1328; -781 64 175
3403 711 -1396; -705 15 154
3333 722 -1291; -631 -24 145
3360 723 -1306; -584 -59 136
3352 716 -1309; -567 -92 123
3321 721 -1290; -553 -118 119
3383 690 -1330; -550 -147 113
3388 666 -1333; -547 -170 111
3388 616 -1308; -534 -187 110
3418 631 -1302; -513 -205 105
3401 616 -1285; -492 -215 107
3389 659 -1192; -467 -227 103
3406 682 -1183; -453 -236 97
3461 731 -1177; -449 -244 90
3507 753 -1203; -453 -250 82
3605 693 -1237; -464 -256 72
3639 642 -1274; -470 -263 58
3635 644 -1217; -449 -265 48
3656 693 -1192; -418 -270 37
3702 775 -1158; -392 -271 23
3756 802 -1099; -379 -269 10
3795 809 -1129; -388 -267 -7
3825 808 -1113; -391 -263 -21
3845 798 -1125; -399 -259 -37
3900 801 -1134; -407 -256 -55
3888 744 -1123; -409 -249 -68
3856 734 -1118; -397 -242 -81
3884 748 -1128; -375 -237 -92
3881 769 -1152; -359 -230 -99
3877 743 -1152; -354 -225 -106
3940 736 -1184; -349 -219 -112
3959 704 -1201; -346 -217 -114
3976 645 -1245; -344 -211 -112
3992 648 -1216; -309 -208 -110
3951 652 -1179; -268 -202 -99
3932 663 -1137; -237 -196 -89
3940 734 -1162; -216 -192 -80
3977 719 -1143; -205 -184 -68
3989 677 -1172; -203 -175 -59
3978 726 -1128; -170 -170 -49
4010 791 -1108; -131 -163 -41
4036 869 -1124; -116 -156 -33
4035 857 -1109; -117 -146 -29
4054 861 -1090; -108 -139 -26
4048 845 -1124; -98 -129 -21
4043 846 -1088; -81 -119 -16
4005 846 -1041; -58 -106 -11
4008 898 -1037; -42 -94 -7
4030 978 -1043; -35 -85 -4
4006 998 -1048; -35 -72 -1
4020 1041 -1034; -25 -65 -4
4008 1103 -1024; -19 -58 -9
3964 1120 -976; -29 -49 -14
3918 1068 -988; -55 -44 -24
3882 1064 -1010; -76 -42 -35
3875 1097 -1009; -81 -39 -44
3845 1081 -1022; -95 -35 -55
3819 1077 -1010; -110 -35 -63
3789 1070 -1037; -120 -34 -73
3762 1037 -1072; -122 -35 -83
3740 1004 -1110; -114 -36 -90
3765 1030 -1165; -107 -38 -100
3742 1017 -1181; -123 -43 -109
3685 926 -1226; -157 -46 -115
3629 866 -1189; -162 -53 -122
3626 820 -1264; -150 -60 -130
3674 809 -1277; -130 -69 -132
3722 685 -1340; -107 -80 -137
3717 684 -1292; -61 -90 -143
3742 770 -1286; -3 -104 -147
3729 689 -1260; 6 -113 -157
3650 599 -1219; 1 -124 -164
3625 528 -1212; 26 -138 -177
3595 521 -1218; 62 -143 -188
3581 517 -1153; 107 -151 -197
3573 404 -1164; 132 -155 -210
3564 431 -1110; 187 -159 -221
3558 416 -1067; 251 -164 -234
3530 392 -1053; 296 -166 -253
3520 439 -987; 351 -171 -269
3475 424 -995; 388 -178 -292
3449 468 -976; 415 -186 -318
3355 495 -944; 432 -199 -345
3203 436 -893; 431 -211 -378
3032 414 -788; 454 -228 -408
2850 408 -730; 500 -247 -444
2651 474 -593; 546 -267 -481
2448 429 -484; 586 -294 -519
2288 400 -451; 620 -326 -563
2240 493 -508; 692 -372 -610
2161 583 -608; 782 -423 -658
2084 684 -646; 870 -491 -708
2049 809 -791; 934 -576 -766
2040 1012 -990; 969 -674 -824
1992 1056 -1100; 956 -789 -885
1949 1125 -1168; 913 -917 -953
1944 1196 -1250; 872 -1059 -1021
1937 1184 -1442; 823 -1210 -1086
1900 1253 -1585; 795 -1374 -1148
1998 1231 -1950; 777 -1551 -1215
2120 1324 -2272; 797 -1741 -1279
2353 1551 -2647; 868 -1951 -1344
2504 2012 -2885; 929 -2172 -1418
2862 2292 -3141; 889 -2419 -1500
3276 2349 -3771; 746 -2685 -1596
3675 2347 -4196; 713 -2960 -1702
4018 2452 -4616; 806 -3245 -1811
4250 2791 -4881; 964 -3551 -1916
4728 3213 -5670; 1082 -3864 -2030
5184 3763 -6023; 1197 -4183 -2136
5191 3704 -6111; 1234 -4476 -2230
5322 3780 -6107; 1196 -4766 -2317
5324 3192 -5520; 1042 -5010 -2382
4208 2132 -4493; 691 -5141 -2395
2560 1532 -4788; 328 -5182 -2380
-368 21967 -32732; -510 -3277 -1554
9644 17408 8716; 780 826 865
2202 -6698 9303; 1632 -2145 -649
755 7742 -26045; -2504 553 259
3394 7420 3227; 1812 3280 2258
1206 -1394 -4299; 928 926 720
2995 2646 -11736; -1610 1692 867
2561 3559 948; 1742 2238 1489
1821 519 -5108; 203 1298 737
3391 2309 -6175; -188 1783 868
1424 2671 -1872; 865 1798 1046
2365 640 -5095; -116 1476 620
2525 2285 -3651; 16 1705 762
1529 1387 -2731; 283 1597 734
2442 636 -4062; -234 1541 525
1999 1840 -2715; 91 1600 639
2070 825 -3033; 120 1549 537
2320 1126 -3154; -42 1556 465
2055 1375 -2512; 162 1572 508
2251 740 -2877; 65 1553 400
2351 1220 -2686; 81 1556 385
2362 1099 -2632; 197 1561 367
2519 856 -2695; 115 1546 290
2579 1178 -2618; 162 1533 276
2561 882 -2644; 182 1523 230
2676 800 -2676; 163 1496 184
2786 853 -2661; 293 1467 168
2780 676 -2664; 375 1446 129
2777 800 -2523; 460 1410 104
2846 980 -2511; 530 1373 81
2822 947 -2368; 468 1343 50
2748 857 -2306; 375 1309 34
2812 898 -2256; 327 1271 15
2877 875 -2301; 296 1244 2
2920 1012 -2235; 283 1217 2
2956 946 -2221; 234 1187 -1
2961 873 -2204; 173 1161 0
2926 748 -2277; 162 1130 9
2992 592 -2231; 225 1105 20
3116 719 -2207; 385 1076 34
3203 843 -2145; 520 1050 45
3251 891 -2084; 576 1020 54
3301 895 -2103; 591 983 51
3356 1005 -2043; 608 945 47
3371 1048 -1982; 590 912 37
3360 968 -1860; 526 871 16
3300 901 -1892; 497 831 -2
3311 814 -1783; 534 787 -27
3388 978 -1895; 597 745 -53
3450 969 -1839; 614 696 -84
3519 945 -1888; 589 647 -120
3570 901 -1911; 575 591 -156
3561 919 -1924; 585 535 -192
3505 925 -1816; 606 480 -231
3466 973 -1851; 616 424 -269
3396 1008 -1738; 623 374 -302
3305 954 -1714; 606 329 -335
3275 893 -1682; 588 288 -365
3263 906 -1712; 608 254 -384
3244 926 -1695; 642 224 -402
3316 973 -1722; 651 198 -413
3288 934 -1733; 641 179 -421
3289 932 -1684; 650 160 -425
3279 935 -1681; 653 148 -428
3263 1004 -1630; 659 137 -432
3261 1020 -1589; 664 130 -431
3266 1019 -1628; 660 127 -432
3285 1023 -1610; 654 122 -437
3297 1099 -1633; 654 118 -442
3368 1088 -1682; 635 114 -448
3406 1113 -1685; 614 108 -452
3475 1080 -1694; 599 101 -459
3528 1070 -1731; 588 94 -461
3562 1116 -1725; 597 87 -460
3595 1056 -1759; 598 78 -464
3552 1089 -1736; 613 72 -459
3546 1076 -1722; 635 66 -457
3540 1179 -1674; 648 60 -455
3542 1201 -1668; 629 58 -448
3567 1154 -1694; 582 55 -442
3621 1169 -1690; 559 52 -434
3658 1152 -1722; 535 53 -424
3633 1089 -1721; 515 57 -407
3647 1072 -1728; 528 59 -385
3696 1074 -1706; 555 63 -368
3711 1111 -1718; 567 68 -344
3721 1091 -1668; 562 69 -318
3702 1070 -1668; 551 75 -295
3720 1122 -1634; 554 76 -273
3739 1153 -1601; 543 77 -251
3773 1206 -1608; 518 80 -231
3823 1218 -1564; 483 77 -215
3793 1139 -1611; 434 79 -197
3795 1130 -1574; 427 74 -181
3804 1125 -1598; 425 72 -166
3800 1150 -1581; 417 70 -148
3801 1137 -1593; 408 65 -134
3873 1189 -1617; 400 64 -122
3866 1185 -1593; 382 61 -108
3843 1153 -1599; 351 61 -100
3806 1184 -1507; 341 58 -89
3748 1159 -1519; 315 64 -81
3708 1123 -1467; 286 68 -72
3654 1079 -1472; 269 75 -60
3696 1079 -1486; 266 84 -50
3729 1042 -1510; 264 93 -44
3745 1083 -1510; 265 101 -35
3761 1083 -1537; 254 105 -29
3779 1026 -1527; 229 110 -28
3731 1044 -1489; 217 114 -29
3720 1035 -1505; 210 109 -33
3711 1095 -1484; 197 109 -39
3652 1026 -1472; 161 108 -47
3584 958 -1468; 129 104 -58
3574 949 -1488; 137 96 -68
3569 945 -1512; 161 91 -80
3536 953 -1470; 184 81 -91
3536 993 -1524; 191 70 -102
3545 964 -1519; 180 55 -117
3535 945 -1546; 155 37 -130
3491 913 -1556; 141 16 -144
3442 902 -1549; 148 -3 -156
3397 913 -1558; 158 -24 -166
3363 928 -1553; 164 -47 -176
3319 935 -1570; 157 -72 -183
3228 853 -1553; 144 -94 -191
3194 828 -1539; 149 -117 -196
3176 845 -1533; 171 -143 -200
3129 826 -1489; 180 -166 -203
3095 823 -1444; 189 -191 -205
3091 811 -1441; 204 -219 -208
3076 812 -1415; 230 -250 -211
3082 823 -1407; 259 -285 -217
3094 869 -1445; 275 -322 -223
3091 878 -1453; 270 -367 -231
3008 835 -1460; 247 -414 -240
3009 736 -1572; 232 -470 -248
3008 749 -1624; 253 -531 -245
2997 651 -1658; 281 -591 -248
2952 670 -1637; 310 -657 -247
2906 660 -1644; 350 -729 -240
2834 594 -1691; 391 -800 -240
2848 668 -1715; 464 -876 -238
2796 605 -1761; 551 -956 -244
2926 1009 -2000; 665 -1041 -251
3096 1246 -2068; 722 -1140 -271
3009 1279 -2133; 651 -1232 -304
2948 1244 -2034; 562 -1344 -343
2821 1298 -2197; 475 -1454 -395
2777 1429 -2206; 419 -1564 -451
2786 1374 -2437; 299 -1689 -518
2701 1274 -2594; 237 -1810 -599
2620 1408 -2657; 324 -1945 -673
2590 1649 -2805; 418 -2092 -763
2513 1893 -2883; 454 -2241 -871
2618 1951 -3164; 425 -2413 -985
2692 2304 -3452; 393 -2601 -1116
2901 2357 -3755; 339 -2801 -1274
3072 2579 -4111; 197 -3032 -1437
3242 2502 -4427; 93 -3273 -1621
3370 2374 -5026; 28 -3517 -1817
3391 2334 -5278; 107 -3778 -1988
3294 2222 -5718; 268 -4035 -2168
3377 2584 -5789; 496 -4307 -2326
3292 2539 -5852; 621 -4553 -2444
3283 2363 -5261; 568 -4755 -2543
2812 1687 -4428; 390 -4899 -2609
1817 1100 -3808; 172 -4917 -2616
808 604 -2938; 59 -4843 -2588
-9091 20309 -23676; -1312 -4786 -2460
1275 875 -28274; -1551 -49 -663
-1171 6153 -8292; 1022 2517 757
-2580 -2369 255; -689 -977 -917
1971 1453 -11735; -1518 1437 -102
246 2006 698; 624 1237 434
968 -1069 -7362; -738 279 -303
1385 3483 -6693; 137 1808 521
-65 1440 -941; 564 969 462
2583 318 -7165; -310 1219 274
1203 3318 -2892; 409 1767 847
1195 654 -3552; -38 1284 625
2103 1358 -5784; -565 1778 757
1325 2127 -2598; 44 1782 1048
1839 366 -4849; -244 1726 912
1986 1932 -3807; 10 2015 1145
2025 1694 -3027; 371 1924 1213
2485 1323 -4257; 51 2038 1175
2568 2357 -2838; 243 2122 1328
2669 1785 -3221; 132 2092 1299
2776 1802 -3242; -186 2179 1306
2685 2205 -2635; -116 2188 1377
2695 1688 -2914; -333 2204 1349
2699 1826 -2661; -498 2249 1380
2705 1703 -2656; -519 2249 1411
2870 1464 -2877; -604 2267 1411
3036 1706 -2619; -506 2282 1457
3126 1586 -2608; -454 2283 1467
3292 1616 -2531; -519 2280 1467
3306 1560 -2420; -567 2263 1482
3414 1454 -2366; -646 2238 1478
3493 1461 -2293; -695 2198 1472
3462 1387 -2221; -712 2152 1465
3502 1316 -2171; -711 2093 1441
3563 1293 -2259; -665 2019 1408
3722 1553 -2142; -576 1935 1371
3770 1525 -2027; -610 1843 1312
3736 1463 -1941; -716 1739 1241
3714 1577 -1988; -786 1621 1173
3608 1385 -2021; -866 1506 1087
3503 1205 -1913; -897 1381 1005
3497 1119 -1905; -829 1252 919
3511 1223 -1902; -756 1124 825
3494 1315 -1859; -731 998 736
3383 1110 -1799; -766 871 637
3381 1131 -1745; -763 743 544
3356 879 -1771; -746 622 449
3294 933 -1643; -698 514 367
3259 892 -1570; -639 411 288
3250 932 -1678; -621 315 212
3226 915 -1568; -600 226 150
3143 805 -1555; -590 152 87
3120 913 -1505; -564 80 37
3138 919 -1546; -541 20 -3
3098 792 -1513; -553 -28 -37
3064 710 -1435; -552 -70 -57
3067 716 -1454; -525 -102 -72
3103 787 -1390; -487 -125 -75
3092 774 -1425; -478 -141 -69
3099 664 -1362; -483 -153 -57
3084 730 -1412; -458 -155 -41
3262 975 -1407; -433 -161 -23
3233 858 -1413; -503 -157 0
3245 750 -1323; -557 -150 29
3356 762 -1438; -559 -154 49
3494 868 -1516; -537 -147 79
3630 839 -1493; -521 -142 114
3693 855 -1541; -509 -141 137
3821 1029 -1507; -483 -146 164
3797 957 -1522; -507 -149 188
3766 875 -1458; -545 -153 211
3771 933 -1392; -533 -167 233
3806 1023 -1404; -535 -175 248
3789 990 -1361; -575 -184 265
3775 925 -1370; -621 -199 280
3826 921 -1355; -637 -218 290
3827 889 -1372; -638 -238 298
3846 929 -1424; -632 -260 307
3917 1007 -1372; -613 -290 311
3875 963 -1328; -641 -314 310
3813 942 -1295; -678 -343 310
3809 902 -1314; -708 -373 308
