200 -4117 620; 82 9 -120
546 -80 -4047; 78 -79 -72
493 -186 -4055; 138 -58 -80
476 -145 -4087; 108 -62 -71
439 -1 -4209; 69 -68 -66
459 -234 -4122; 78 -69 -71
538 -249 -4027; 92 -64 -68
584 -253 -4034; 103 -67 -75
559 -175 -4048; 94 -76 -78
531 -175 -4065; 84 -77 -79
658 -170 -4320; 95 -82 -84
586 -231 -4007; 146 -61 -87
515 -271 -4204; 129 -62 -93
505 -298 -4171; 78 -85 -90
462 -188 -4111; 72 -77 -82
438 -257 -3979; 89 -52 -83
520 -275 -3961; 97 -53 -74
477 -245 -3990; 67 -63 -63
511 -145 -4024; 55 -62 -66
519 -165 -4096; 94 -61 -77
631 -365 -4098; 116 -72 -68
577 -157 -4177; 32 -84 -48
505 -202 -4118; -7 -74 -60
532 -131 -4050; 28 -33 -57
666 -209 -4040; 117 -1 -52
567 -302 -3987; 153 -73 -84
515 -229 -3959; 131 -52 -73
477 -199 -3977; 101 -30 -74
555 -195 -3976; 112 -35 -75
596 -257 -4099; 92 -50 -68
552 -264 -4180; 73 -77 -63
534 -248 -4181; 69 -101 -65
583 -211 -4181; 83 -102 -69
536 -208 -4123; 107 -104 -79
479 -235 -4098; 128 -101 -85
500 -305 -4048; 128 -99 -93
506 -248 -4049; 95 -94 -95
468 -235 -4036; 67 -93 -93
472 -209 -4012; 69 -84 -93
479 -311 -4015; 80 -72 -92
505 -315 -4030; 61 -63 -84
525 -280 -4033; 40 -61 -80
502 -252 -3984; 42 -53 -78
547 -246 -3973; 37 -46 -74
539 -277 -4064; 22 -43 -71
641 -249 -4134; 15 -53 -68
571 -263 -4161; 44 -64 -67
467 -374 -4091; 103 -52 -63
525 -330 -4165; 173 -42 -67
462 -358 -4095; 245 -50 -66
483 -156 -4097; 180 -53 -60
526 -245 -4029; 126 -57 -61
527 -242 -4066; 119 -56 -59
522 -305 -4085; 155 -59 -57
500 -348 -4079; 261 -63 -57
489 -324 -4075; 306 -62 -55
534 -287 -4100; 272 -65 -50
555 -415 -4090; 275 -77 -47
570 -343 -4018; 322 -84 -41
535 -329 -3974; 356 -80 -42
499 -237 -3999; 317 -72 -50
486 -236 -4045; 217 -66 -55
531 -415 -4089; 102 -66 -60
537 -481 -4169; 62 -69 -61
1158 -660 -3941; 87 -76 -54
396 229 -4173; -807 -787 840
706 -777 -3964; 82 -135 102
323 -329 -4079; 256 -78 -84
548 -438 -4023; 150 -49 -68
540 -522 -4085; 165 -47 -87
545 -370 -4055; 129 -52 -77
542 -553 -4014; 87 -60 -74
571 -495 -4074; 28 -61 -73
594 -402 -4012; -43 -64 -77
592 -363 -3985; -76 -63 -91
511 -372 -4030; -93 -65 -108
476 -288 -4022; -103 -69 -117
437 -315 -4071; -96 -65 -127
473 -464 -4103; -85 -61 -134
467 -379 -4130; -104 -68 -115
483 -246 -4059; -85 -63 -109
458 -294 -4040; 1 -54 -125
312 -247 -4150; 97 -49 -136
755 -432 -4082; 169 -71 -143
779 -705 -4001; 204 -92 -139
591 -509 -4084; 61 -84 -96
656 -478 -4067; -114 -80 -98
421 -466 -4161; -159 -91 -104
381 -379 -4061; -120 -73 -90
-868 -212 -3385; -11 -20 -62
989 -1273 -3410; 221 31 -246
412 -84 -4145; 46 -79 -98
395 129 -3915; -279 -13 -34
78 -290 -4265; -225 5 -103
443 -145 -4303; -130 -44 -103
576 -453 -4195; -57 -72 -78
594 -548 -4199; -37 -61 -79
556 -375 -4024; -59 -40 -74
507 -224 -3872; -79 -27 -70
377 -240 -3912; -98 -23 -78
336 -252 -4043; -113 -29 -92
369 -254 -4205; -107 -50 -103
382 -201 -4219; -69 -61 -107
416 -167 -4210; -27 -72 -112
466 -92 -4109; 12 -66 -124
437 -176 -4186; 114 -52 -135
382 -290 -4215; 229 -62 -140
290 -269 -4167; 255 -97 -144
431 -228 -4119; 224 -122 -150
434 -255 -4099; 231 -129 -154
429 -277 -4142; 187 -130 -142
341 -365 -4294; 45 -145 -116
285 -493 -4211; -103 -149 -87
322 -326 -4206; -234 -154 -70
315 -227 -4238; -344 -166 -51
278 -203 -4265; -387 -194 -39
144 -241 -4328; -363 -213 -21
-209 97 -4263; -373 -213 -10
-111 156 -3983; -290 -210 -45
-493 227 -3720; -254 -197 -79
-252 155 -3952; -567 -214 -68
-151 404 -3913; -693 -259 -94
12 169 -3850; -522 -270 -133
278 -139 -4108; -288 -256 -131
139 -78 -4342; -159 -233 -124
-205 -168 -4734; -152 -259 -140
-176 2 -4665; -226 -307 -138
130 42 -4174; -310 -333 -118
223 69 -3956; -321 -332 -112
157 187 -3837; -272 -324 -111
149 272 -3742; -255 -305 -118
144 175 -4032; -387 -278 -114
267 -86 -3884; -556 -262 -103
262 -271 -4438; -645 -245 -97
336 158 -4333; -665 -252 -81
184 -110 -4207; -523 -252 -58
283 191 -4155; -344 -253 -29
233 472 -4285; -232 -269 -19
266 205 -4033; -258 -292 -20
243 500 -4228; -329 -290 2
394 172 -4332; -256 -304 16
172 -14 -4455; -198 -318 5
229 83 -4454; -195 -334 10
109 146 -4270; -154 -337 22
181 286 -4130; -99 -350 23
-185 250 -3950; -41 -353 6
-20 592 -3827; -49 -349 -8
376 888 -3636; -145 -322 -28
-45 688 -3689; -301 -282 -56
-90 636 -3742; -538 -249 -78
149 559 -3848; -764 -230 -104
49 381 -3950; -796 -192 -125
13 345 -4052; -699 -150 -132
19 323 -4090; -518 -127 -141
48 372 -4067; -286 -114 -155
112 410 -4206; -53 -116 -186
135 752 -4528; 188 -149 -222
-13 372 -4463; 966 -290 -378
16 188 -4326; 1534 -254 -338
344 170 -4318; 1764 -94 -234
480 313 -4301; 2319 -107 -218
595 16 -4028; 3224 -115 -245
553 -110 -4069; 3719 -78 -296
489 -678 -3920; 3836 -23 -394
623 -388 -4322; 3493 -28 -449
649 -851 -4224; 3248 -108 -464
345 152 -4024; 3195 -195 -420
-1 -1293 -3543; 3583 -239 -484
303 -505 -3912; 3783 -304 -587
244 -445 -3599; 3678 -331 -621
-19 -1389 -2806; 3952 -395 -672
90 -1445 -2786; 4095 -361 -600
-1019 -2308 -3059; 4023 -317 -599
-120 -3259 -4008; 3099 -260 -609
343 -2090 -3527; 1852 -291 -630
510 -2465 -4013; 1234 -307 -635
432 -1967 -3215; 1049 -325 -625
353 -2567 -3253; 1118 -330 -624
436 -2124 -3639; 817 -309 -611
381 -2241 -3619; 591 -306 -598
519 -2690 -3185; 640 -284 -588
111 -2439 -2875; -265 -229 -540
50 -2790 -2599; -1129 -204 -541
-42 -2082 -2968; -1727 -127 -511
111 -1947 -3180; -2185 -72 -504
232 -1319 -3396; -2219 -40 -491
185 -794 -3501; -1550 -32 -427
157 -1586 -3670; -523 18 -397
312 -1219 -3057; 313 64 -360
243 -806 -3023; 1082 187 -419
149 -924 -3122; 1541 313 -511
262 -719 -3753; 2351 381 -566
751 -1796 -3609; 3513 490 -678
874 -1854 -2735; 4200 504 -743
